Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDU28,19.2,1,0.0979784769,5,187.5214,3,4,1,2,2,1695.7926
FDO20,12.849999999999998,1,0.14673983622222223,6,252.3382,1,26,0,2,1,6056.1168
NCG55,16.25,0,0.034261664125,9,116.0176,1,26,0,2,1,1488.7288
NCM42,6.130000000000001,0,0.030465252555555558,9,110.4912,2,6,2,1,1,1310.2944
NCG07,12.299999999999999,0,0.05692575433333333,9,189.653,3,4,1,2,2,569.259
NCQ29,12.0,0,0.1086751171,8,258.8278,4,28,2,0,0,1041.3112
NCV05,10.1,0,0.03501603988888889,8,153.3656,0,15,2,2,0,463.3968
NCO02,11.150000000000002,0,0.0713853041111111,11,66.2142,3,4,1,2,2,131.8284
FDH19,19.349999999999998,0,0.03587643255555556,10,172.0738,3,4,1,2,2,3301.7022
DRG13,17.25,0,0.04034332962500001,14,165.6526,2,6,2,1,1,1808.9786
FDI57,19.849999999999998,0,0.054075948624999995,12,196.3768,6,9,2,1,1,4138.6128
FDX51,9.5,1,0.023728431888888887,10,194.7452,7,11,2,1,1,1370.2164
FDW33,9.394999999999998,0,0.10662339866666666,13,104.52799999999999,9,14,1,0,1,852.2239999999999
DRE12,4.589999999999999,0,0.061980949875,14,113.286,1,26,0,2,1,1471.418
FDY31,5.98,0,0.049801551799999996,6,148.2418,6,9,2,1,1,2354.2688
FDR31,6.46,1,0.05620357420000001,6,144.4102,9,14,1,0,1,4374.306
FDS55,7.019999999999998,0,0.0846383394,6,146.8734,6,9,2,1,1,3563.3616
DRL60,8.519999999999998,0,0.0309345716,14,151.5682,6,9,2,1,1,3506.7686
FDW55,12.599999999999998,1,0.018741198444444447,6,250.3092,0,15,2,2,0,249.0092
FDT11,5.9399999999999995,1,0.0335788273,1,186.4556,0,15,2,2,0,563.2668
FDO50,16.25,0,0.06729972233333333,3,91.3804,8,16,2,0,1,1653.8472
FDD28,10.695000000000002,0,0.04591141722222222,5,56.7904,9,14,1,0,1,1113.2176
FDN28,5.880000000000001,1,0.030276067875000003,5,103.09899999999999,2,6,2,1,1,1341.5870000000002
FDS35,9.299999999999999,0,0.11132408075,1,65.7826,3,4,1,2,2,968.7389999999999
FDB38,19.5,1,0.0237360856,3,158.292,6,9,2,1,1,3994.8
FDT07,5.82,1,0.075229446,6,256.433,3,4,1,2,2,3844.995
FDC53,8.68,0,0.0101010667,5,96.5384,8,16,2,0,1,1182.4608
NCT41,15.700000000000001,0,0.05451688977777778,8,153.2024,8,16,2,0,1,3795.06
FDR40,9.1,1,0.007816826333333332,5,78.5618,5,28,1,2,3,2255.7304
FDH32,12.799999999999999,0,0.086952708,6,97.241,3,4,1,2,2,1448.115
FDN60,15.099999999999998,0,0.10317588822222222,0,158.6604,7,11,2,1,1,2535.3664
FDR33,7.3100000000000005,0,0.030625420100000002,13,108.15700000000001,6,9,2,1,1,1098.57
FDB59,18.25,0,0.014739173666666668,13,197.2084,5,28,1,2,3,4166.5764
FDS07,12.349999999999998,0,0.08738334787499999,6,113.9518,8,16,2,0,1,910.8144
FDD02,16.599999999999998,0,0.0423816885,3,117.3124,1,26,0,2,1,2014.7108
FDH05,14.349999999999998,1,0.09779523866666667,5,231.2984,6,9,2,1,1,6024.1584
FDR04,7.075000000000001,0,0.021757498666666666,5,98.1068,9,14,1,0,1,1458.102
DRJ47,18.25,0,0.05058745550000001,7,174.708,8,16,2,0,1,2423.512
FDW50,13.099999999999998,0,0.08194608511111111,4,165.1158,3,4,1,2,2,1504.0422
NCJ17,7.68,0,0.17440433190000001,8,85.2224,3,4,1,2,2,1278.336
FDH60,19.7,1,0.06956604933333334,0,197.91099999999997,7,11,2,1,1,1767.6989999999998
DRL60,8.519999999999998,0,0.0309345716,14,151.9682,7,11,2,1,1,1677.1502
FDS32,17.75,1,0.030929289300000003,6,140.2838,0,15,2,2,0,280.9676
FDM58,16.849999999999998,1,0.059170157333333334,13,112.2544,5,28,1,2,3,3914.9040000000005
FDK10,5.785000000000001,1,0.04039643875,13,180.36599999999999,2,6,2,1,1,1258.362
NCS30,5.945,0,0.08967299966666667,9,127.8652,6,9,2,1,1,2195.8084
FDY15,18.25,1,0.18522163577777778,4,154.66299999999998,2,6,2,1,1,2659.8709999999996
FDC53,8.68,0,0.0101010667,5,99.9384,1,26,0,2,1,689.7688
FDK45,11.650000000000002,0,0.036711002000000006,12,113.38600000000001,8,16,2,0,1,2603.278
FDH26,19.25,1,0.037623459,3,141.1496,3,4,1,2,2,282.2992
NCW06,16.2,0,0.04855856944444444,9,192.3162,0,15,2,2,0,769.6648
FDV37,13.0,1,0.08983535433333333,3,195.8426,1,26,0,2,1,4152.5946
FDB52,17.75,0,0.03300003655555555,4,256.9672,7,11,2,1,1,1534.0032
FDF41,12.150000000000002,0,0.14996626770000002,5,245.24599999999998,8,16,2,0,1,3202.498
FDA39,6.32,0,0.011040999499999999,10,38.5822,9,14,1,0,1,353.5398
FDE56,17.25,1,0.17260887666666666,6,63.4194,6,9,2,1,1,1547.985
FDC56,7.72,0,0.13071908177777777,6,121.744,3,4,1,2,2,2277.036
FDT26,18.849999999999998,1,0.068016778875,4,120.64399999999999,7,11,2,1,1,3475.4759999999997
FDR21,19.7,0,0.0765213854,13,175.137,2,6,2,1,1,2822.992
FDC14,14.5,1,0.0430147026,3,40.5454,8,16,2,0,1,1216.4166
FDI32,17.7,0,0.1643646422,6,116.6834,6,9,2,1,1,3570.6854
FDI02,15.700000000000001,1,0.1146717665,3,113.7202,6,9,2,1,1,3263.0858
FDE22,9.695,0,0.0338079759,13,159.792,3,4,1,2,2,2716.4640000000004
FDW26,11.799999999999999,1,0.12238900479999999,4,224.1772,8,16,2,0,1,3558.0352
FDA36,5.985,0,0.0061438207777777774,0,183.6924,4,28,2,0,0,555.2772
NCS06,7.935,0,0.026782272625,9,260.991,5,28,1,2,3,7100.757
NCX05,15.200000000000001,0,0.11096249890000001,8,116.8492,6,9,2,1,1,2664.5316
FDU19,8.769999999999998,1,0.040973457375,6,170.8422,6,9,2,1,1,1724.422
FDA49,19.7,0,0.0742193063,3,88.5198,6,9,2,1,1,1308.297
NCZ42,10.5,0,0.011015122200000001,9,235.5248,9,14,1,0,1,4740.496
FDX32,15.099999999999998,1,0.0974448714,6,146.2786,0,15,2,2,0,433.4358
FDR01,5.405,1,0.05813929255555556,3,200.5742,1,26,0,2,1,2388.8904
FDQ15,20.349999999999998,1,0.1457228273333333,10,81.0276,1,26,0,2,1,1868.2348
FDQ14,9.269999999999998,0,0.07063594009999999,4,149.605,4,28,2,0,0,449.415
FDS56,5.785,1,0.04169051733333332,6,262.0252,6,9,2,1,1,4459.5284
DRJ24,11.799999999999999,0,0.12955926979999996,14,185.3924,3,4,1,2,2,370.1848
FDG52,13.650000000000002,0,0.06569195425,5,47.1402,5,28,1,2,3,1516.0266
FDF59,12.5,0,0.0742822692,15,127.102,2,6,2,1,1,253.00400000000002
DRM49,6.11,1,0.133071709625,14,45.6086,2,6,2,1,1,1025.9978
NCP02,7.105000000000002,0,0.051225891499999995,9,58.2562,1,26,0,2,1,592.562
FDW13,8.5,0,0.11190293390000002,3,50.3324,7,11,2,1,1,675.1212
FDV12,16.7,1,0.0634956989,0,100.0384,2,6,2,1,1,1970.7679999999998
FDH14,17.099999999999998,1,0.05351207570000001,3,138.6838,2,6,2,1,1,2950.1598
FDQ20,8.325000000000001,0,0.032039365333333326,6,39.5138,2,6,2,1,1,568.5932
FDT45,15.849999999999998,0,0.055288852666666666,13,55.1956,1,26,0,2,1,1255.6988
NCM26,20.5,0,0.02251125166666667,11,153.934,4,28,2,0,0,153.134
FDJ22,18.75,0,0.05725991700000001,13,190.3504,5,28,1,2,3,1917.504
FDD29,12.150000000000002,0,0.01980407588888889,5,252.7698,2,6,2,1,1,5834.4054
FDA13,15.849999999999998,0,0.0898049191,3,37.2506,7,11,2,1,1,493.3578
FDV47,17.099999999999998,0,0.05274253044444445,1,83.5566,6,9,2,1,1,1860.2452
FDS57,15.5,0,0.10059948455555555,13,144.847,8,16,2,0,1,2433.499
DRG36,14.150000000000002,0,0.095467028875,14,172.3106,6,9,2,1,1,3251.1014
FDK38,6.6499999999999995,0,0.0515912673,3,149.1734,5,28,1,2,3,4454.202
DRJ49,6.865000000000001,0,0.01225857625,14,127.6652,6,9,2,1,1,2841.6344
FDR37,16.5,1,0.0641378066,2,183.1292,6,9,2,1,1,6385.022
NCS53,14.5,0,0.09734269644444445,8,159.4604,6,9,2,1,1,2376.906
FDR22,19.349999999999998,1,0.019967677333333333,13,110.2544,3,4,1,2,2,1677.816
NCP42,8.51,0,0.01746816888888889,9,192.1478,3,4,1,2,2,1937.4779999999998
FDK38,6.6499999999999995,0,0.0515912673,3,147.0734,0,15,2,2,0,296.9468
NCC43,7.39,0,0.09029331277777777,9,252.6066,8,16,2,0,1,2259.0594
FDH57,10.894999999999998,0,0.040866978,6,130.3284,9,14,1,0,1,2504.7396
FDQ25,8.63,1,0.030417061333333335,3,170.5422,6,9,2,1,1,2069.3064
FDA11,7.75,0,0.04733845112500001,0,92.5436,8,16,2,0,1,1701.7848
FDG31,12.150000000000002,0,0.0395339494,10,62.8826,9,14,1,0,1,710.4086
FDW28,18.25,0,0.0856783318888889,5,194.3452,3,4,1,2,2,4502.1396
FDV14,19.849999999999998,0,0.048246735444444445,4,88.5856,9,14,1,0,1,703.0848
FDB60,9.299999999999999,0,0.0326067799,0,195.8136,3,4,1,2,2,2138.5496
FDU43,19.349999999999998,1,0.05649008644444445,6,237.3564,5,28,1,2,3,2145.2076
DRH11,5.98,0,0.0863787335,7,55.6614,7,11,2,1,1,331.5684
FDC48,9.195000000000002,0,0.017195562666666667,0,82.1592,4,28,2,0,0,412.796
DRK39,7.019999999999998,0,0.042528407000000004,4,82.925,8,16,2,0,1,1165.15
FDB20,7.72,0,0.0594248954,6,76.7986,9,14,1,0,1,1324.2762
FDE51,5.924999999999999,1,0.11177392255555557,4,45.6086,1,26,0,2,1,356.8688
FDX36,9.695,1,0.14665487690000004,0,224.8404,1,26,0,2,1,3600.6464
NCT29,12.6,0,0.07014244975,8,122.3414,8,16,2,0,1,243.6828
FDU45,15.599999999999998,1,0.040591028800000005,13,112.1518,9,14,1,0,1,1821.6288
FDF56,16.7,1,0.1365705879,6,180.9976,9,14,1,0,1,4165.2448
FDW07,18.0,1,0.15348950255555557,6,88.2514,0,15,2,2,0,88.5514
FDR52,12.650000000000002,1,0.08693504710000001,5,190.4846,5,28,1,2,3,8789.8916
FDB45,20.849999999999998,0,0.023126993333333335,6,104.6306,3,4,1,2,2,1149.8366
NCT42,5.880000000000001,0,0.026984269777777778,9,151.0392,5,28,1,2,3,3281.0624
FDP52,18.7,1,0.060924339,5,230.201,8,16,2,0,1,5742.525
FDI50,8.42,1,0.030015084777777774,3,228.0352,5,28,1,2,3,10306.584
FDU48,18.849999999999998,0,0.0632864184,0,133.3284,2,6,2,1,1,263.6568
FDS43,11.650000000000002,0,0.035467621374999994,6,186.924,6,9,2,1,1,2237.0879999999997
NCM41,16.5,0,0.03568919075,8,93.11200000000001,1,26,0,2,1,932.12
FDP37,15.599999999999998,0,0.16360036760000002,2,128.1994,3,4,1,2,2,2184.4898
FDJ44,12.299999999999999,1,0.11437556155555556,6,173.2396,7,11,2,1,1,3139.9128
FDY38,13.599999999999998,1,0.12921797000000002,4,231.83,4,28,2,0,0,466.06
FDC20,10.65,0,0.0250077592,6,56.6272,2,6,2,1,1,447.4176
FDF02,16.2,0,0.11229523674999999,3,102.499,2,6,2,1,1,2063.98
FDX38,10.5,1,0.050313458,4,48.2376,3,4,1,2,2,527.3136
FDN50,16.849999999999998,1,0.0258788946,3,92.81200000000001,5,28,1,2,3,2609.936
FDA07,7.549999999999999,1,0.035376250399999996,6,123.4072,7,11,2,1,1,2082.6224
FDT49,7.0,0,0.14601704877777777,3,104.728,5,28,1,2,3,2450.144
FDA09,13.349999999999998,1,0.14409005277777778,13,179.46599999999998,9,14,1,0,1,3775.086
FDV43,16.0,0,0.08333131111111111,6,44.5086,2,6,2,1,1,713.7376
FDK58,11.349999999999998,1,0.03877750711111111,13,103.0016,4,28,2,0,0,202.4032
FDL22,16.849999999999998,0,0.03945632888888889,13,90.7488,1,26,0,2,1,2263.72
FDP56,8.185,0,0.0504007871111111,6,49.9692,2,6,2,1,1,837.5764
DRL47,19.7,0,0.03768987744444444,7,125.9362,9,14,1,0,1,1635.8706
NCT17,10.799999999999999,0,0.04190482999999999,8,189.7214,8,16,2,0,1,5841.0634
FDR12,12.599999999999998,1,0.0360508913,0,172.5764,2,6,2,1,1,1030.6584
FDD39,16.7,0,0.07606599344444445,4,216.885,3,4,1,2,2,6275.165
FDG04,13.099999999999998,0,0.006573542444444445,5,185.0898,3,4,1,2,2,1870.898
FDV19,14.849999999999998,1,0.0403062493,6,162.2578,2,6,2,1,1,3690.5294
FDS55,7.019999999999998,0,0.0846383394,6,150.3734,4,28,2,0,0,296.9468
FDM50,13.0,1,0.02579174042857143,3,58.022,1,26,0,2,1,898.83
DRF13,12.099999999999998,0,0.028984387,14,146.9444,8,16,2,0,1,1596.5884
FDJ48,11.299999999999999,0,0.054423329222222226,0,245.4118,1,26,0,2,1,6669.3186
FDM20,10.0,0,0.0364918673,6,245.4144,1,26,0,2,1,7105.4176
FDP24,20.599999999999998,0,0.08928696977777778,0,121.0756,7,11,2,1,1,1696.4584
FDC16,11.5,1,0.018017736875,4,86.054,6,9,2,1,1,1384.864
NCB42,11.799999999999999,0,0.00856914775,8,114.8492,2,6,2,1,1,1390.1904
FDN01,8.894999999999998,0,0.0682887242,2,177.037,0,15,2,2,0,176.437
FDT34,9.299999999999999,0,0.1818987179,13,104.0964,7,11,2,1,1,1788.3388
FDA52,16.2,1,0.13391928190000002,5,177.037,5,28,1,2,3,4587.362
NCC18,19.099999999999998,0,0.1849448689,9,171.8422,0,15,2,2,0,1034.6532
NCR41,17.849999999999998,0,0.0157896545,8,94.9094,2,6,2,1,1,761.6752
FDX23,6.445,0,0.031939243666666665,0,94.1436,2,6,2,1,1,1418.154
FDP39,12.650000000000002,0,0.0793674154,10,53.5324,0,15,2,2,0,415.4592
NCH07,13.150000000000002,0,0.1059380153,9,157.8604,6,9,2,1,1,3803.0496
FDW47,15.0,0,0.0530166918,1,121.7414,4,28,2,0,0,365.5242
DRD13,15.0,0,0.049125162124999996,14,61.9168,6,9,2,1,1,767.0016
FDR48,11.650000000000002,0,0.12398521520000001,0,151.9024,1,26,0,2,1,1669.8264
FDE17,20.099999999999998,1,0.05313941400000001,5,152.2366,0,15,2,2,0,151.1366
FDP60,17.349999999999998,0,0.041997015250000005,0,102.9016,8,16,2,0,1,1922.8304
FDD57,18.099999999999998,0,0.024095101777777777,6,95.0094,2,6,2,1,1,1713.7692
FDW13,8.5,0,0.11190293390000002,3,51.3324,0,15,2,2,0,311.5944
FDN24,14.099999999999998,0,0.12281109033333333,0,56.1956,7,11,2,1,1,1364.89
FDJ34,11.799999999999999,1,0.09374293212500001,13,126.2704,2,6,2,1,1,2002.7264
FDD46,6.035,0,0.16148549250000002,13,155.0998,1,26,0,2,1,3691.1952
FDF46,7.07,0,0.09113960955555556,13,113.2834,4,28,2,0,0,575.9169999999999
NCE43,12.5,0,0.11825638909999998,9,168.4448,0,15,2,2,0,170.4448
FDN27,20.849999999999998,0,0.03406150677777778,10,116.8808,6,9,2,1,1,820.2656
FDW52,14.0,1,0.0375574775,5,162.6526,9,14,1,0,1,4275.7676
DRH03,17.25,0,0.0365964795,4,92.412,8,16,2,0,1,1304.968
NCM29,11.5,0,0.018977635555555556,8,129.2626,7,11,2,1,1,1705.1138
FDR58,6.674999999999999,0,0.040417741,13,93.2462,9,14,1,0,1,1480.7392
FDY50,5.799999999999999,0,0.1146828195,4,90.3172,8,16,2,0,1,1338.2579999999998
FDE16,8.894999999999998,0,0.0301164373,5,208.4954,2,6,2,1,1,6251.861999999999
NCE31,7.670000000000001,0,0.2113153016,9,32.9216,9,14,1,0,1,588.5672
FDE53,10.894999999999998,0,0.0307297068,5,106.12799999999999,7,11,2,1,1,319.584
DRK11,8.21,0,0.010436500125,7,148.2392,7,11,2,1,1,1491.392
DRH13,8.575000000000001,0,0.02589853388888889,14,107.12799999999999,1,26,0,2,1,958.752
FDA11,7.75,0,0.04733845112500001,0,93.1436,3,4,1,2,2,1418.154
DRL35,15.700000000000001,0,0.023892116555555554,7,41.876999999999995,5,28,1,2,3,1125.202
DRF36,16.099999999999998,0,0.02536195288888889,14,190.6846,5,28,1,2,3,9554.23
FDI07,12.349999999999998,1,0.03285739155555556,10,197.2426,2,6,2,1,1,2966.139
FDI32,17.7,0,0.1643646422,6,117.1834,1,26,0,2,1,691.1004
DRL60,8.519999999999998,0,0.0309345716,14,151.0682,3,4,1,2,2,1829.6184
NCY17,18.2,0,0.12695078944444446,8,43.3086,6,9,2,1,1,758.3462
DRH36,16.2,0,0.03248678,14,73.0696,4,28,2,0,0,223.7088
FDX02,16.0,0,0.057113219625,4,225.9404,6,9,2,1,1,1350.2424
FDG46,8.63,1,0.037622698100000004,13,115.0518,9,14,1,0,1,1366.2216
FDM60,10.799999999999999,1,0.0453860806,0,40.7138,2,6,2,1,1,406.13800000000003
FDJ22,18.75,0,0.05725991700000001,13,192.5504,3,4,1,2,2,2109.2544
FDU59,5.78,0,0.096475973375,1,161.9552,1,26,0,2,1,2111.9176
FDL38,13.799999999999999,1,0.016843058100000002,3,90.7172,7,11,2,1,1,1338.2579999999998
FDZ23,17.75,1,0.0771699764,0,184.72400000000002,1,26,0,2,1,1677.816
FDX52,11.5,1,0.045541608555555564,5,194.68200000000002,3,4,1,2,2,2316.984
NCB42,11.799999999999999,0,0.00856914775,8,117.6492,7,11,2,1,1,1158.492
NCU18,15.099999999999998,0,0.0638369921,9,140.5496,2,6,2,1,1,2681.8424
FDI32,17.7,0,0.1643646422,6,116.6834,4,28,2,0,0,460.7336
DRZ11,8.85,1,0.11276984812500003,14,122.0388,1,26,0,2,1,1609.9044
NCL54,12.599999999999998,0,0.062100276625000006,9,174.5054,2,6,2,1,1,2626.5809999999997
FDS19,13.799999999999999,1,0.06191875777777778,6,75.8012,6,9,2,1,1,1138.518
DRB13,6.115000000000001,1,0.006798638222222221,14,188.653,9,14,1,0,1,3605.3070000000002
DRI51,17.25,0,0.040736024888888896,4,170.3764,0,15,2,2,0,343.5528
FDS57,15.5,0,0.10059948455555555,13,142.047,5,28,1,2,3,2719.7929999999997
FDT39,6.259999999999999,1,0.0112811137,10,150.7366,7,11,2,1,1,2418.1856
FDH48,13.5,0,0.05096872570000001,0,86.25399999999999,0,15,2,2,0,173.108
NCB18,19.599999999999998,0,0.0472045387,9,90.1514,0,15,2,2,0,442.75699999999995
FDR25,17.0,1,0.13965184175,3,263.7884,5,28,1,2,3,1324.942
FDV21,11.5,0,0.1784756932,13,126.3704,6,9,2,1,1,3880.2824
DRH23,14.650000000000002,0,0.17765147550000004,7,54.9614,9,14,1,0,1,552.614
FDS52,8.89,0,0.0062585286,5,102.8016,3,4,1,2,2,1012.0160000000001
NCC31,8.019999999999998,0,0.020730748299999997,9,154.2972,0,15,2,2,0,1090.5804
FDU03,18.7,1,0.08831383977777778,10,183.3292,2,6,2,1,1,2006.7212
FDG50,7.405,0,0.017702220111111108,3,89.7146,9,14,1,0,1,547.2876
FDY31,5.98,0,0.049801551799999996,6,148.4418,1,26,0,2,1,2354.2688
FDX39,14.299999999999999,1,0.0534363321111111,10,209.7586,5,28,1,2,3,5487.5236
FDE46,18.599999999999998,0,0.017098412555555557,13,149.5366,4,28,2,0,0,604.5464
NCN29,15.200000000000001,0,0.010004942777777777,8,48.7034,7,11,2,1,1,680.4476
DRF13,12.099999999999998,0,0.028984387,14,146.3444,2,6,2,1,1,3773.7544
FDT46,11.349999999999998,0,0.029060789000000004,13,52.1008,4,28,2,0,0,50.6008
FDS58,9.284999999999998,1,0.020442515,13,161.5578,8,16,2,0,1,4653.2762
FDX52,11.5,1,0.045541608555555564,5,192.282,4,28,2,0,0,386.164
FDP27,8.155,0,0.1365573424,10,188.453,0,15,2,2,0,379.506
FDX44,9.299999999999999,0,0.04658680933333333,6,89.4172,9,14,1,0,1,1159.8236
DRO35,13.849999999999998,0,0.03718711733333333,7,117.4492,8,16,2,0,1,3243.7776
FDC59,16.7,1,0.0569810057,15,65.7168,7,11,2,1,1,1086.5856
FDB12,11.150000000000002,1,0.105405712625,0,105.8648,9,14,1,0,1,1973.4312
FDU26,16.7,1,0.04872248,4,117.2782,6,9,2,1,1,715.0692
NCF30,17.0,0,0.1443236578,9,124.5362,3,4,1,2,2,1132.5258
FDX20,7.365000000000001,0,0.04614628388888889,6,228.372,1,26,0,2,1,4527.44
FDN02,16.5,0,0.07941604866666668,3,207.2638,6,9,2,1,1,5383.6588
DRC27,13.799999999999999,0,0.0664234093,4,245.7802,0,15,2,2,0,245.6802
FDZ38,17.599999999999998,0,0.008675166333333335,4,171.3422,4,28,2,0,0,862.211
DRH25,18.7,0,0.014076490222222222,14,52.9324,0,15,2,2,0,51.9324
FDK21,7.905,0,0.01077018888888889,13,250.4408,8,16,2,0,1,3004.0896
FDT01,13.650000000000002,1,0.1775616236666667,3,211.4902,9,14,1,0,1,4035.4138
FDZ09,17.599999999999998,0,0.112817651,13,163.8868,9,14,1,0,1,3111.9492
DRL37,15.5,0,0.05144833377777778,14,44.177,3,4,1,2,2,173.108
FDN49,17.25,1,0.13470317822222222,2,41.748000000000005,3,4,1,2,2,199.74
FDC22,6.89,1,0.1423024575,13,194.882,7,11,2,1,1,4440.8859999999995
FDT33,7.8100000000000005,1,0.029764857125,13,165.1158,3,4,1,2,2,1838.2738
NCB43,20.2,0,0.09638292600000001,9,188.6898,3,4,1,2,2,3367.6164
DRI25,19.599999999999998,0,0.036467570111111104,14,56.6614,5,28,1,2,3,607.8754
FDD21,10.299999999999999,1,0.022936951625000004,6,113.1176,8,16,2,0,1,4695.2216
FDS23,4.634999999999999,0,0.1527601121111111,1,126.4994,6,9,2,1,1,1670.4922
FDS13,6.465000000000002,0,0.129835493,3,265.2884,0,15,2,2,0,264.9884
DRI03,6.03,0,0.0214218487,4,176.9028,4,28,2,0,0,708.4112
FDU58,6.61,1,0.027977669555555553,13,186.4898,7,11,2,1,1,2993.4368
FDL09,19.599999999999998,1,0.14637230480000002,13,167.4816,5,28,1,2,3,1006.6896
FDS12,9.1,0,0.1990543252,0,126.8362,0,15,2,2,0,125.8362
FDP03,5.1499999999999995,1,0.0637860281,10,122.5388,1,26,0,2,1,371.5164
FDI21,5.59,1,0.06088729899999999,13,63.9168,5,28,1,2,3,1597.92
FDW45,18.0,0,0.04196387866666666,13,147.7418,8,16,2,0,1,4119.9704
NCA18,10.1,0,0.060322296777777784,9,115.9492,0,15,2,2,0,231.6984
FDN32,17.5,0,0.015064371799999999,6,185.6266,5,28,1,2,3,4979.5182
FDR15,9.299999999999999,1,0.0382266956,10,153.8314,5,28,1,2,3,3723.1536
DRK11,8.21,0,0.010436500125,7,149.9392,9,14,1,0,1,1938.8096
DRG49,7.8100000000000005,0,0.07711566949999998,14,242.6486,3,4,1,2,2,2199.1374
FDD29,12.150000000000002,0,0.01980407588888889,5,252.1698,8,16,2,0,1,2283.0282
FDE33,19.349999999999998,1,0.056743993199999995,6,80.3644,0,15,2,2,0,157.1288
FDJ58,15.599999999999998,1,0.12037567930000001,13,173.6764,0,15,2,2,0,515.3292
FDM46,7.365000000000001,0,0.18287707739999998,13,93.512,9,14,1,0,1,1677.816
FDD23,9.5,1,0.048730861875,15,187.7898,6,9,2,1,1,2057.9878
DRM35,9.695000000000002,0,0.07051014774999999,7,179.4344,5,28,1,2,3,5888.3352
DRC25,5.73,0,0.047354412,14,85.3882,3,4,1,2,2,1288.323
FDL36,15.099999999999998,0,0.0869703686,0,89.78299999999999,9,14,1,0,1,2247.075
FDD41,6.765,1,0.087341352875,5,105.5306,1,26,0,2,1,1567.9589999999998
FDV19,14.849999999999998,1,0.0403062493,6,160.9578,9,14,1,0,1,4813.734
FDR44,6.11,1,0.09157041555555556,6,131.2968,9,14,1,0,1,1957.4520000000002
FDX50,20.099999999999998,0,0.0853146733,4,110.4228,2,6,2,1,1,1105.228
DRC25,5.73,0,0.047354412,14,85.2882,7,11,2,1,1,2061.3168
FDA15,9.299999999999999,0,0.017235185222222223,4,249.5092,5,28,1,2,3,6474.2392
FDX22,6.784999999999998,1,0.0262650691,13,208.7928,8,16,2,0,1,5890.9984
FDJ50,8.644999999999998,0,0.02321992977777778,3,51.9982,7,11,2,1,1,999.3658
FDT13,14.849999999999998,0,0.018122801299999998,3,188.8214,4,28,2,0,0,753.6856
FDN12,15.599999999999998,0,0.07819473422222223,0,112.3544,1,26,0,2,1,2572.6512
FDD58,7.759999999999999,0,0.06785216390000001,13,98.77,7,11,2,1,1,1298.31
FDM04,9.195000000000002,1,0.04192398677777778,5,51.1666,1,26,0,2,1,1179.1318
FDA23,9.799999999999999,0,0.05075880299999999,0,102.8016,9,14,1,0,1,1922.8304
FDW28,18.25,0,0.0856783318888889,5,197.2452,0,15,2,2,0,195.7452
FDA45,21.25,0,0.13599203525,13,177.33700000000002,3,4,1,2,2,2822.992
NCO26,7.235,0,0.08267312011111111,9,117.3492,7,11,2,1,1,1506.0396
FDV26,20.25,1,0.07410213155555555,4,197.0794,6,9,2,1,1,4681.9056
FDC50,15.849999999999998,0,0.14239877090000003,3,93.8094,5,28,1,2,3,3237.1196
NCV05,10.1,0,0.03501603988888889,8,154.3656,5,28,1,2,3,2471.4496
FDW48,18.0,0,0.007598911666666666,0,80.2618,3,4,1,2,2,644.4944
FDS55,7.019999999999998,0,0.0846383394,6,148.4734,1,26,0,2,1,3563.3616
FDX32,15.099999999999998,1,0.0974448714,6,144.0786,7,11,2,1,1,2600.6148
FDC53,8.68,0,0.0101010667,5,100.0384,6,9,2,1,1,2266.3832
FDG35,21.2,1,0.006063933222222222,15,175.7738,3,4,1,2,2,1911.5118
NCC30,16.599999999999998,0,0.02966677122222222,9,176.6344,0,15,2,2,0,356.8688
NCZ17,12.150000000000002,0,0.07656846355555556,8,37.3506,7,11,2,1,1,645.1602
FDZ56,16.25,0,0.0294228112,6,169.9474,9,14,1,0,1,2863.6058
NCS05,11.5,0,0.022745637333333332,8,133.2942,1,26,0,2,1,2649.884
DRC25,5.73,0,0.047354412,14,87.3882,5,28,1,2,3,1374.2112
FDW59,13.150000000000002,0,0.020170768,1,83.5566,8,16,2,0,1,1268.349
FDB36,5.464999999999999,1,0.030340533875000006,0,132.1626,2,6,2,1,1,1573.9512
FDT37,14.150000000000002,0,0.033260074199999996,3,253.7014,7,11,2,1,1,5865.0322
FDG47,12.799999999999999,0,0.0795890577,15,261.9252,6,9,2,1,1,4984.1788
FDM45,8.655,1,0.08827684937500001,13,119.3756,7,11,2,1,1,1454.1072
FDQ40,11.099999999999998,1,0.0411870791,5,176.8712,5,28,1,2,3,3691.1952
FDF34,9.299999999999999,1,0.015080574222222223,13,199.1084,9,14,1,0,1,396.8168
FDP24,20.599999999999998,0,0.08928696977777778,0,120.8756,2,6,2,1,1,1211.756
FDT55,13.599999999999998,1,0.042475326888888894,6,155.8946,4,28,2,0,0,473.3838
FDH60,19.7,1,0.06956604933333334,0,197.011,8,16,2,0,1,3338.987
FDF57,14.5,1,0.05724890688888889,6,169.6448,6,9,2,1,1,2045.3376
NCX29,10.0,0,0.10192019429999999,8,147.7102,8,16,2,0,1,437.4306
FDD34,7.945,0,0.015891069875,13,161.821,1,26,0,2,1,2446.815
